ocel_event_id;ocel_IoT_object_id;ocel_qualifier
determine_continu_tr45_Pcp126_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr45_Pcp126_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr45_Pcp126_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr17_Pcp343;WS07;Weight sensor for empty truck weighing
weigh_loaded_tr25_Pcp226;WS10;Weight sensor for loaded truck weighing
check_abnorm_tr17_Pcp343;rfidVYEBVG;RFID tag read at empty truck weighing
enter_tr43_Pcp428;rfidGETQDY;RFID tag read at entrance
enter_tr23_Pcp198;rfidKGKHYU;RFID tag read at entrance
determine_continu_tr17_Pcp343_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp343_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr17_Pcp343_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp343_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp343_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr27_Pcp162;WS08;Weight sensor for loaded truck weighing
enter_tr28_Pcp467;rfidUOOSAQ;RFID tag read at entrance
weigh_empty_tr43_Pcp428;WS06;Weight sensor for empty truck weighing
weigh_empty_tr23_Pcp198;WS20;Weight sensor for empty truck weighing
check_abnorm_tr23_Pcp198;rfidKGKHYU;RFID tag read at empty truck weighing
check_abnorm_tr43_Pcp428;rfidGETQDY;RFID tag read at empty truck weighing
weigh_loaded_tr17_Pcp343;WS17;Weight sensor for loaded truck weighing
determine_continu_tr43_Pcp428_Silo3;Temp3;Temperature sensor for determining the pickup continuation
determine_continu_tr43_Pcp428_Silo3;Humd3;Humidity sensor for determining the pickup continuation
determine_continu_tr43_Pcp428_Silo3;GrainTemp7;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr43_Pcp428_Silo3;GrainTemp8;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr43_Pcp428_Silo3;GrainTemp9;3rd grain temperature sensor for determining the pickup continuation
enter_tr24_Pcp187;rfidPCMKUV;RFID tag read at entrance
weigh_loaded_tr45_Pcp126;WS13;Weight sensor for loaded truck weighing
determine_continu_tr23_Pcp198_Silo18;Temp18;Temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp198_Silo18;Humd18;Humidity sensor for determining the pickup continuation
determine_continu_tr23_Pcp198_Silo18;GrainTemp52;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp198_Silo18;GrainTemp53;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp198_Silo18;GrainTemp54;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr28_Pcp467;WS07;Weight sensor for empty truck weighing
check_abnorm_tr28_Pcp467;rfidUOOSAQ;RFID tag read at empty truck weighing
enter_tr8_Pcp138;rfidCEZEBQ;RFID tag read at entrance
weigh_empty_tr24_Pcp187;WS09;Weight sensor for empty truck weighing
check_abnorm_tr24_Pcp187;rfidPCMKUV;RFID tag read at empty truck weighing
weigh_empty_tr8_Pcp138;WS01;Weight sensor for empty truck weighing
determine_continu_tr28_Pcp467_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp467_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr28_Pcp467_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp467_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp467_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr8_Pcp138;rfidCEZEBQ;RFID tag read at empty truck weighing
determine_continu_tr24_Pcp187_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp187_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr24_Pcp187_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp187_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp187_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
enter_tr26_Pcp414;rfidNQRMLR;RFID tag read at entrance
weigh_loaded_tr14_Pcp291;WS02;Weight sensor for loaded truck weighing
determine_continu_tr8_Pcp138_Silo16;Temp16;Temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp138_Silo16;Humd16;Humidity sensor for determining the pickup continuation
determine_continu_tr8_Pcp138_Silo16;GrainTemp46;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp138_Silo16;GrainTemp47;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp138_Silo16;GrainTemp48;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr23_Pcp198;WS20;Weight sensor for loaded truck weighing
enter_tr39_Pcp374;rfidYGABPB;RFID tag read at entrance
weigh_loaded_tr24_Pcp187;WS08;Weight sensor for loaded truck weighing
enter_tr5_Pcp453;rfidSVWFVZ;RFID tag read at entrance
weigh_loaded_tr44_Pcp126;WS14;Weight sensor for loaded truck weighing
weigh_loaded_tr43_Pcp428;WS05;Weight sensor for loaded truck weighing
weigh_loaded_tr28_Pcp467;WS17;Weight sensor for loaded truck weighing
weigh_loaded_tr9_Pcp291;WS20;Weight sensor for loaded truck weighing
weigh_empty_tr26_Pcp414;WS07;Weight sensor for empty truck weighing
check_abnorm_tr26_Pcp414;rfidNQRMLR;RFID tag read at empty truck weighing
weigh_empty_tr39_Pcp374;WS07;Weight sensor for empty truck weighing
check_abnorm_tr39_Pcp374;rfidYGABPB;RFID tag read at empty truck weighing
determine_continu_tr26_Pcp414_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp414_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr26_Pcp414_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp414_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp414_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
enter_tr16_Pcp279;rfidIICVAH;RFID tag read at entrance
weigh_empty_tr5_Pcp453;WS15;Weight sensor for empty truck weighing
check_abnorm_tr5_Pcp453;rfidSVWFVZ;RFID tag read at empty truck weighing
weigh_empty_tr16_Pcp279;WS14;Weight sensor for empty truck weighing
check_abnorm_tr16_Pcp279;rfidIICVAH;RFID tag read at empty truck weighing
determine_continu_tr39_Pcp374_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr39_Pcp374_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr39_Pcp374_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr39_Pcp374_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr39_Pcp374_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp279_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp279_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr16_Pcp279_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp279_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp279_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr5_Pcp453_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr5_Pcp453_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr5_Pcp453_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr5_Pcp453_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr5_Pcp453_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr26_Pcp414;WS18;Weight sensor for loaded truck weighing
weigh_loaded_tr5_Pcp453;WS14;Weight sensor for loaded truck weighing
weigh_loaded_tr39_Pcp374;WS15;Weight sensor for loaded truck weighing
weigh_loaded_tr16_Pcp279;WS12;Weight sensor for loaded truck weighing
enter_tr41_Pcp102;rfidXWLCID;RFID tag read at entrance
weigh_empty_tr41_Pcp102;WS14;Weight sensor for empty truck weighing
check_abnorm_tr41_Pcp102;rfidXWLCID;RFID tag read at empty truck weighing
enter_tr48_Pcp433;rfidNSELSE;RFID tag read at entrance
determine_continu_tr41_Pcp102_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp102_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr41_Pcp102_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp102_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp102_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
enter_tr34_Pcp93;rfidFMSUBE;RFID tag read at entrance
weigh_empty_tr48_Pcp433;WS08;Weight sensor for empty truck weighing
check_abnorm_tr48_Pcp433;rfidNSELSE;RFID tag read at empty truck weighing
determine_continu_tr48_Pcp433_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp433_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr48_Pcp433_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp433_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp433_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr34_Pcp93;WS16;Weight sensor for empty truck weighing
check_abnorm_tr34_Pcp93;rfidFMSUBE;RFID tag read at empty truck weighing
weigh_loaded_tr48_Pcp433;WS11;Weight sensor for loaded truck weighing
determine_continu_tr34_Pcp93_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp93_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr34_Pcp93_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp93_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp93_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
enter_tr47_Pcp224;rfidJGLUGP;RFID tag read at entrance
weigh_loaded_tr41_Pcp102;WS10;Weight sensor for loaded truck weighing
weigh_empty_tr47_Pcp224;WS02;Weight sensor for empty truck weighing
check_abnorm_tr47_Pcp224;rfidJGLUGP;RFID tag read at empty truck weighing
determine_continu_tr47_Pcp224_Silo4;Temp4;Temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp224_Silo4;Humd4;Humidity sensor for determining the pickup continuation
determine_continu_tr47_Pcp224_Silo4;GrainTemp10;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp224_Silo4;GrainTemp11;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp224_Silo4;GrainTemp12;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr47_Pcp224;WS03;Weight sensor for loaded truck weighing
weigh_loaded_tr34_Pcp93;WS11;Weight sensor for loaded truck weighing
enter_tr13_Pcp166;rfidGTHHGD;RFID tag read at entrance
weigh_empty_tr13_Pcp166;WS02;Weight sensor for empty truck weighing
check_abnorm_tr13_Pcp166;rfidGTHHGD;RFID tag read at empty truck weighing
determine_continu_tr13_Pcp166_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp166_Silo1;Humd1;Humidity sensor for determining the pickup continuation
determine_continu_tr13_Pcp166_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp166_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp166_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
enter_tr2_Pcp93;rfidSQKJGH;RFID tag read at entrance
weigh_empty_tr2_Pcp93;WS05;Weight sensor for empty truck weighing
check_abnorm_tr2_Pcp93;rfidSQKJGH;RFID tag read at empty truck weighing
determine_continu_tr2_Pcp93_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp93_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr2_Pcp93_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp93_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp93_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr2_Pcp93;WS07;Weight sensor for loaded truck weighing
enter_tr50_Pcp66;rfidXXIVNB;RFID tag read at entrance
weigh_empty_tr50_Pcp66;WS07;Weight sensor for empty truck weighing
check_abnorm_tr50_Pcp66;rfidXXIVNB;RFID tag read at empty truck weighing
enter_tr36_Pcp230;rfidHYTHBN;RFID tag read at entrance
weigh_loaded_tr13_Pcp166;WS17;Weight sensor for loaded truck weighing
determine_continu_tr50_Pcp66_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp66_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr50_Pcp66_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp66_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp66_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr36_Pcp230;WS16;Weight sensor for empty truck weighing
check_abnorm_tr36_Pcp230;rfidHYTHBN;RFID tag read at empty truck weighing
determine_continu_tr36_Pcp230_Silo3;Temp3;Temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp230_Silo3;Humd3;Humidity sensor for determining the pickup continuation
determine_continu_tr36_Pcp230_Silo3;GrainTemp7;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp230_Silo3;GrainTemp8;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp230_Silo3;GrainTemp9;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr50_Pcp66;WS06;Weight sensor for loaded truck weighing
weigh_loaded_tr36_Pcp230;WS19;Weight sensor for loaded truck weighing
enter_tr22_Pcp220;rfidENJOLW;RFID tag read at entrance
enter_tr12_Pcp383;rfidVYYKGK;RFID tag read at entrance
weigh_empty_tr22_Pcp220;WS14;Weight sensor for empty truck weighing
check_abnorm_tr22_Pcp220;rfidENJOLW;RFID tag read at empty truck weighing
weigh_empty_tr12_Pcp383;WS12;Weight sensor for empty truck weighing
check_abnorm_tr12_Pcp383;rfidVYYKGK;RFID tag read at empty truck weighing
